,Unnamed: 0,Unnamed: 0.1,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC172,HC01_VC175,HC01_VC188,HC01_VC191,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209
121,121,121,39003,2.51,543.0,42.0,54.0,11.0,106.0,2394.0,251.0,251.0,7268.0,33870.0,157.0,325.0,4440.0,38.0,203.0,1409.0,17.0,205.0,755.0,1771.0,220.0,643.0,468.0,1685.0
122,122,122,39005,2.51,161.0,25.0,53.0,4.0,114.0,2963.0,138.0,124.0,4864.0,17639.0,111.0,795.0,2442.0,39.0,122.0,1603.0,40.0,240.0,773.0,1014.0,301.0,16.0,384.0,1053.0
123,123,123,39007,2.47,800.0,69.0,72.0,36.0,151.0,5890.0,741.0,750.0,10842.0,21971.0,233.0,3055.0,9968.0,231.0,359.0,5041.0,288.0,389.0,1084.0,1692.0,1277.0,80.0,1427.0,445.0
124,124,124,39009,2.48,282.0,19.0,25.0,3.0,47.0,3420.0,117.0,310.0,6191.0,13644.0,360.0,909.0,2677.0,110.0,248.0,2135.0,0.0,346.0,892.0,1257.0,231.0,400.0,233.0,111.0
125,125,125,39011,2.49,167.0,37.0,62.0,32.0,125.0,984.0,67.0,54.0,2998.0,22084.0,37.0,77.0,1151.0,10.0,48.0,332.0,14.0,17.0,207.0,806.0,51.0,33.0,108.0,546.0
126,126,126,39013,2.35,238.0,35.0,37.0,9.0,83.0,1283.0,55.0,685.0,6893.0,17708.0,545.0,1519.0,7177.0,126.0,131.0,6945.0,29.0,487.0,1352.0,1203.0,771.0,280.0,281.0,333.0
127,127,127,39015,2.55,285.0,59.0,90.0,9.0,178.0,621.0,56.0,14.0,3600.0,8940.0,0.0,98.0,1279.0,0.0,35.0,297.0,6.0,50.0,201.0,462.0,14.0,35.0,81.0,69.0
128,128,128,39017,2.68,1835.0,37.0,53.0,11.0,106.0,24694.0,5506.0,690.0,32882.0,102297.0,809.0,2249.0,16123.0,397.0,1437.0,6597.0,413.0,1751.0,3219.0,6423.0,430.0,2539.0,1861.0,952.0
129,129,129,39019,2.54,58.0,22.0,41.0,2.0,111.0,822.0,38.0,154.0,2746.0,7792.0,126.0,264.0,2113.0,7.0,57.0,813.0,36.0,73.0,317.0,713.0,277.0,87.0,160.0,526.0
130,130,130,39021,2.53,189.0,46.0,44.0,5.0,91.0,712.0,55.0,103.0,4308.0,10016.0,137.0,95.0,953.0,0.0,115.0,548.0,59.0,33.0,400.0,836.0,51.0,18.0,140.0,200.0
131,131,131,39023,2.43,906.0,53.0,52.0,16.0,106.0,4970.0,1062.0,338.0,12339.0,32114.0,285.0,732.0,4419.0,154.0,653.0,1733.0,113.0,380.0,1363.0,2931.0,150.0,287.0,651.0,339.0
132,132,132,39025,2.65,735.0,33.0,51.0,24.0,97.0,5700.0,552.0,362.0,19503.0,54289.0,497.0,1019.0,6987.0,132.0,887.0,3367.0,52.0,463.0,1517.0,3755.0,266.0,241.0,990.0,595.0
133,133,133,39027,2.53,246.0,50.0,59.0,26.0,115.0,608.0,101.0,32.0,4247.0,9123.0,29.0,187.0,827.0,7.0,201.0,423.0,61.0,128.0,582.0,783.0,27.0,90.0,377.0,219.0
134,134,134,39029,2.43,506.0,46.0,57.0,26.0,116.0,2211.0,416.0,531.0,12002.0,26313.0,346.0,769.0,8488.0,107.0,134.0,4002.0,85.0,289.0,1838.0,2584.0,1329.0,193.0,750.0,1045.0
135,135,135,39031,2.51,127.0,33.0,57.0,0.0,128.0,2868.0,68.0,45.0,3122.0,9613.0,99.0,139.0,1328.0,0.0,44.0,380.0,0.0,85.0,602.0,479.0,60.0,9.0,207.0,304.0
136,136,136,39033,2.38,335.0,72.0,69.0,35.0,158.0,568.0,127.0,14.0,3957.0,15538.0,133.0,232.0,1403.0,1.0,81.0,850.0,9.0,59.0,475.0,689.0,80.0,13.0,399.0,315.0
137,137,137,39035,2.3,7193.0,38.0,49.0,22.0,86.0,133802.0,15618.0,17533.0,70809.0,202905.0,8631.0,38345.0,110125.0,4598.0,3814.0,95446.0,891.0,18917.0,7269.0,15672.0,34680.0,11679.0,6357.0,3671.0
138,138,138,39037,2.47,235.0,47.0,75.0,5.0,168.0,947.0,175.0,93.0,4346.0,20537.0,9.0,144.0,1163.0,51.0,173.0,300.0,94.0,67.0,327.0,613.0,3.0,97.0,169.0,188.0
139,139,139,39039,2.46,255.0,60.0,62.0,64.0,111.0,1657.0,369.0,89.0,3461.0,15680.0,103.0,433.0,1159.0,14.0,78.0,615.0,8.0,83.0,266.0,472.0,50.0,132.0,266.0,385.0
140,140,140,39041,2.8,342.0,18.0,47.0,0.0,98.0,14082.0,624.0,1061.0,23506.0,56259.0,1095.0,2358.0,15045.0,429.0,1031.0,5879.0,116.0,1748.0,1994.0,5567.0,1256.0,1627.0,1594.0,1280.0
141,141,141,39043,2.35,242.0,26.0,37.0,7.0,85.0,2414.0,357.0,344.0,6636.0,26318.0,190.0,1396.0,6673.0,120.0,341.0,3498.0,51.0,280.0,556.0,1395.0,604.0,32.0,497.0,380.0
142,142,142,39045,2.67,636.0,38.0,55.0,7.0,120.0,4758.0,436.0,690.0,15157.0,46416.0,723.0,995.0,6510.0,158.0,393.0,2747.0,58.0,503.0,1644.0,3418.0,434.0,1559.0,781.0,681.0
143,143,143,39047,2.42,152.0,46.0,53.0,17.0,131.0,809.0,175.0,14.0,2241.0,3939.0,16.0,30.0,328.0,31.0,31.0,143.0,8.0,39.0,189.0,383.0,8.0,7.0,24.0,25.0
144,144,144,39049,2.46,356.9307359307359,37.75757575757576,52.29004329004329,20.673160173160174,105.66233766233766,143315.0,18192.0,4313.0,96728.0,267781.0,5642.0,12375.0,70100.0,2127.0,5956.0,29645.0,1347.0,9807.0,12258.0,23876.0,4625.0,43827.0,8143.0,5364.0
145,145,145,39051,2.59,222.0,48.0,72.0,46.0,152.0,1862.0,314.0,313.0,3897.0,18736.0,41.0,566.0,1213.0,10.0,216.0,2899.0,6.0,216.0,206.0,704.0,150.0,7.0,403.0,926.0
146,146,146,39053,2.57,146.0,45.0,73.0,61.0,124.0,925.0,5.0,0.0,3237.0,4865.0,7.0,36.0,380.0,13.0,18.0,260.0,0.0,69.0,387.0,798.0,53.0,65.0,119.0,317.0
147,147,147,39055,2.67,156.0,18.0,65.0,8.0,149.0,10362.0,112.0,1816.0,11257.0,24468.0,401.0,4233.0,12798.0,611.0,496.0,8105.0,108.0,1285.0,969.0,2352.0,2205.0,203.0,1144.0,1065.0
148,148,148,39057,2.41,560.0,25.0,45.0,2.0,82.0,9759.0,442.0,497.0,16581.0,39303.0,586.0,1585.0,6324.0,364.0,1356.0,3955.0,152.0,580.0,2112.0,3931.0,548.0,1298.0,1496.0,715.0
149,149,149,39059,2.45,108.0,24.0,32.0,28.0,53.0,1103.0,34.0,342.0,4683.0,7894.0,199.0,191.0,1011.0,12.0,101.0,686.0,48.0,128.0,724.0,804.0,698.0,37.0,225.0,159.0
150,150,150,39061,2.35,4447.0,37.0,53.0,20.0,90.0,53434.0,7292.0,2094.0,54123.0,229205.0,3122.0,4480.0,37478.0,1002.0,3031.0,13193.0,628.0,5524.0,6111.0,12060.0,1248.0,10482.0,4159.0,2372.0
151,151,151,39063,2.34,282.0,31.0,52.0,3.0,99.0,3545.0,309.0,235.0,6406.0,27893.0,118.0,435.0,2884.0,64.0,467.0,1189.0,36.0,247.0,399.0,1493.0,157.0,167.0,309.0,1068.0
152,152,152,39065,2.53,343.0,83.0,83.0,4.0,168.0,1357.0,41.0,0.0,2387.0,9067.0,20.0,83.0,668.0,9.0,131.0,489.0,83.0,47.0,343.0,553.0,58.0,11.0,201.0,225.0
153,153,153,39067,2.44,71.0,50.0,60.0,0.0,139.0,447.0,25.0,48.0,1350.0,3098.0,59.0,207.0,1127.0,9.0,36.0,1098.0,0.0,31.0,439.0,377.0,87.0,6.0,63.0,30.0
154,154,154,39069,2.49,147.0,49.0,70.0,11.0,169.0,1076.0,200.0,42.0,2380.0,13451.0,26.0,202.0,648.0,0.0,74.0,736.0,2.0,22.0,115.0,327.0,40.0,0.0,207.0,210.0
155,155,155,39071,2.56,370.0,77.0,67.0,72.0,110.0,729.0,50.0,30.0,4001.0,8044.0,34.0,121.0,768.0,50.0,61.0,232.0,39.0,22.0,247.0,833.0,64.0,0.0,89.0,175.0
156,156,156,39073,2.47,80.0,28.0,36.0,0.0,83.0,322.0,24.0,79.0,2989.0,7098.0,74.0,331.0,716.0,0.0,67.0,267.0,64.0,51.0,276.0,585.0,13.0,54.0,36.0,121.0
157,157,157,39075,3.43,64.0,15.0,90.0,0.0,174.0,18492.0,50.0,125.0,2243.0,14433.0,28.0,154.0,309.0,86.0,76.0,298.0,32.0,93.0,185.0,357.0,76.0,15.0,215.0,3470.0
158,158,158,39077,2.57,248.0,38.0,49.0,6.0,113.0,3674.0,1037.0,175.0,5986.0,19943.0,105.0,1139.0,2728.0,16.0,105.0,1667.0,0.0,222.0,484.0,1115.0,347.0,15.0,383.0,619.0
159,159,159,39079,2.53,141.0,39.0,44.0,7.0,88.0,781.0,89.0,0.0,2470.0,6065.0,14.0,87.0,528.0,4.0,37.0,292.0,0.0,0.0,259.0,248.0,39.0,61.0,52.0,43.0
160,160,160,39081,2.35,339.0,39.0,43.0,6.0,88.0,1648.0,101.0,676.0,5660.0,13997.0,670.0,1208.0,9712.0,126.0,93.0,5257.0,24.0,413.0,1330.0,1744.0,1234.0,222.0,150.0,104.0
161,161,161,39083,2.49,256.0,35.0,60.0,3.0,125.0,2655.0,60.0,249.0,8033.0,17497.0,146.0,309.0,2499.0,222.0,228.0,982.0,24.0,284.0,502.0,1209.0,123.0,22.0,349.0,536.0
162,162,162,39085,2.37,704.0,27.0,45.0,9.0,93.0,15739.0,2921.0,2716.0,22359.0,56944.0,1366.0,10376.0,36797.0,2174.0,1012.0,15972.0,174.0,2086.0,2142.0,4348.0,5829.0,555.0,2276.0,708.0
163,163,163,39087,2.62,161.0,23.0,49.0,50.0,102.0,912.0,101.0,7.0,5396.0,9428.0,147.0,49.0,672.0,8.0,169.0,421.0,8.0,128.0,826.0,927.0,26.0,173.0,297.0,218.0
164,164,164,39089,2.59,739.0,37.0,54.0,19.0,107.0,5314.0,479.0,687.0,17002.0,47043.0,606.0,2004.0,9749.0,669.0,596.0,4405.0,136.0,598.0,1734.0,4812.0,359.0,669.0,1341.0,665.0
165,165,165,39091,2.4,270.0,61.0,69.0,38.0,134.0,1896.0,122.0,18.0,4267.0,14526.0,37.0,155.0,1341.0,3.0,229.0,551.0,34.0,24.0,560.0,1283.0,22.0,85.0,212.0,374.0
166,166,166,39093,2.5,1463.0,39.0,46.0,24.0,99.0,22309.0,4845.0,3416.0,30299.0,74922.0,1952.0,14124.0,26665.0,737.0,1108.0,24488.0,249.0,2391.0,2791.0,5940.0,8652.0,3154.0,2094.0,773.0
167,167,167,39095,2.38,2756.0,42.0,55.0,22.0,99.0,26062.0,3197.0,1506.0,29119.0,115680.0,2244.0,9954.0,17755.0,693.0,1566.0,39360.0,173.0,2642.0,3219.0,6764.0,1105.0,5765.0,2574.0,2186.0
168,168,168,39097,2.6,231.0,52.0,63.0,24.0,128.0,1351.0,227.0,56.0,4592.0,12271.0,56.0,198.0,1530.0,0.0,297.0,656.0,27.0,59.0,294.0,1616.0,62.0,7.0,296.0,432.0
169,169,169,39099,2.32,1121.0,37.0,44.0,22.0,80.0,14015.0,3132.0,803.0,17013.0,46193.0,2530.0,5836.0,43175.0,294.0,408.0,10613.0,118.0,1918.0,2603.0,4071.0,16105.0,4738.0,2394.0,1473.0
170,170,170,39101,2.43,551.0,81.0,74.0,52.0,145.0,2405.0,444.0,235.0,6091.0,16392.0,148.0,181.0,2910.0,6.0,104.0,1042.0,0.0,214.0,529.0,1446.0,107.0,263.0,276.0,202.0
171,171,171,39103,2.62,332.0,18.0,47.0,2.0,106.0,7854.0,525.0,3142.0,17413.0,51158.0,1304.0,7280.0,18714.0,615.0,1078.0,17453.0,232.0,1844.0,1700.0,4070.0,5680.0,61.0,943.0,1545.0
172,172,172,39105,2.51,195.0,78.0,68.0,6.0,175.0,139.0,41.0,33.0,2260.0,5892.0,21.0,23.0,326.0,0.0,17.0,197.0,4.0,20.0,257.0,335.0,0.0,21.0,121.0,29.0
173,173,173,39107,2.51,114.0,32.0,65.0,0.0,146.0,730.0,78.0,49.0,1824.0,23252.0,14.0,168.0,418.0,0.0,129.0,468.0,27.0,46.0,273.0,285.0,10.0,15.0,76.0,192.0
174,174,174,39109,2.5,291.0,25.0,55.0,26.0,115.0,2347.0,230.0,125.0,9752.0,33781.0,379.0,564.0,3701.0,319.0,282.0,1862.0,83.0,194.0,874.0,2248.0,245.0,281.0,569.0,710.0
175,175,175,39111,2.39,5.0,4.0,48.0,0.0,125.0,424.0,14.0,29.0,1275.0,4958.0,36.0,102.0,428.0,36.0,18.0,244.0,1.0,23.0,127.0,155.0,39.0,3.0,172.0,337.0
176,176,176,39113,2.32,3312.0,44.0,55.0,12.0,102.0,28727.0,3605.0,2074.0,42278.0,121597.0,2180.0,4230.0,18102.0,892.0,2377.0,9875.0,445.0,2357.0,5268.0,9611.0,1312.0,5223.0,3183.0,1342.0
177,177,177,39115,2.47,47.0,32.0,50.0,16.0,116.0,385.0,13.0,120.0,1852.0,3199.0,4.0,48.0,273.0,0.0,9.0,254.0,2.0,37.0,247.0,210.0,15.0,15.0,22.0,70.0
178,178,178,39117,2.75,122.0,35.0,35.0,10.0,83.0,859.0,32.0,53.0,3810.0,9887.0,10.0,437.0,1015.0,0.0,61.0,360.0,0.0,13.0,521.0,541.0,48.0,2.0,177.0,142.0
179,179,179,39119,2.46,558.0,52.0,60.0,6.0,121.0,1617.0,106.0,172.0,8056.0,17903.0,226.0,435.0,2029.0,21.0,85.0,1304.0,76.0,157.0,1038.0,1841.0,180.0,417.0,376.0,296.0
180,180,180,39121,2.43,15.0,17.0,51.0,0.0,108.0,483.0,35.0,85.0,889.0,3781.0,25.0,148.0,425.0,0.0,33.0,356.0,5.0,13.0,78.0,299.0,226.0,35.0,71.0,19.0
181,181,181,39123,2.31,108.0,25.0,28.0,0.0,49.0,1075.0,144.0,292.0,3359.0,18005.0,182.0,1545.0,1824.0,48.0,93.0,2346.0,13.0,115.0,185.0,779.0,644.0,5.0,236.0,294.0
182,182,182,39125,2.48,119.0,67.0,76.0,7.0,170.0,635.0,213.0,28.0,1313.0,6937.0,22.0,139.0,343.0,7.0,11.0,165.0,8.0,16.0,75.0,206.0,23.0,9.0,70.0,358.0
183,183,183,39127,2.63,130.0,35.0,49.0,5.0,108.0,678.0,41.0,12.0,3368.0,8177.0,110.0,533.0,1436.0,3.0,53.0,299.0,24.0,99.0,205.0,371.0,119.0,4.0,114.0,236.0
184,184,184,39129,2.72,257.0,42.0,53.0,33.0,108.0,1115.0,80.0,48.0,6757.0,16000.0,83.0,318.0,1663.0,3.0,278.0,793.0,2.0,117.0,505.0,1238.0,74.0,39.0,172.0,99.0
185,185,185,39131,2.55,151.0,48.0,56.0,54.0,113.0,786.0,29.0,0.0,2713.0,5731.0,141.0,134.0,199.0,63.0,60.0,131.0,2.0,42.0,254.0,438.0,13.0,7.0,99.0,292.0
186,186,186,39133,2.52,594.0,23.0,37.0,0.0,65.0,7448.0,462.0,2091.0,16385.0,46491.0,768.0,5354.0,17447.0,337.0,513.0,9725.0,135.0,1744.0,2125.0,3704.0,2967.0,315.0,1276.0,1051.0
187,187,187,39135,2.56,171.0,39.0,48.0,19.0,105.0,825.0,121.0,66.0,4826.0,11908.0,99.0,304.0,919.0,23.0,121.0,269.0,15.0,114.0,525.0,767.0,10.0,24.0,266.0,187.0
188,188,188,39137,2.58,102.0,33.0,60.0,0.0,134.0,1012.0,200.0,45.0,1377.0,19640.0,0.0,85.0,530.0,17.0,44.0,249.0,0.0,45.0,84.0,287.0,16.0,2.0,95.0,590.0
189,189,189,39139,2.39,511.0,40.0,54.0,53.0,103.0,4270.0,276.0,211.0,14668.0,37320.0,401.0,1393.0,6037.0,85.0,265.0,2479.0,101.0,241.0,1327.0,2758.0,419.0,234.0,727.0,1240.0
190,190,190,39141,2.52,331.0,39.0,55.0,52.0,107.0,1447.0,211.0,67.0,7274.0,18277.0,212.0,94.0,1661.0,11.0,243.0,689.0,23.0,59.0,1081.0,1232.0,79.0,313.0,114.0,244.0
191,191,191,39143,2.48,333.0,48.0,52.0,27.0,112.0,2924.0,604.0,190.0,4109.0,25510.0,111.0,913.0,2261.0,17.0,186.0,2337.0,17.0,76.0,337.0,862.0,54.0,12.0,303.0,180.0
192,192,192,39145,2.48,431.0,46.0,46.0,41.0,90.0,1052.0,187.0,42.0,6809.0,15414.0,117.0,202.0,1705.0,0.0,24.0,406.0,9.0,116.0,1068.0,1592.0,94.0,216.0,186.0,126.0
193,193,193,39147,2.47,198.0,28.0,51.0,10.0,107.0,1645.0,194.0,246.0,3404.0,25123.0,54.0,340.0,2864.0,14.0,157.0,923.0,0.0,47.0,225.0,569.0,47.0,58.0,296.0,334.0
194,194,194,39149,2.63,342.0,64.0,76.0,0.0,158.0,1357.0,186.0,10.0,3672.0,18734.0,185.0,159.0,896.0,14.0,115.0,490.0,40.0,17.0,264.0,927.0,83.0,151.0,291.0,200.0
195,195,195,39151,2.42,2015.0,44.0,50.0,10.0,106.0,12756.0,1630.0,2172.0,33313.0,114514.0,4215.0,6685.0,39462.0,269.0,1092.0,10706.0,303.0,1557.0,4354.0,6656.0,4270.0,1990.0,2635.0,5922.0
196,196,196,39153,2.4,2597.0,36.0,47.0,20.0,89.0,29510.0,1987.0,4936.0,45069.0,114989.0,3178.0,16040.0,48885.0,1179.0,1861.0,25401.0,352.0,4794.0,5013.0,9751.0,9868.0,3602.0,3772.0,2685.0
197,197,197,39155,2.32,1245.0,51.0,54.0,8.0,115.0,9840.0,239.0,794.0,16028.0,36275.0,2377.0,4904.0,25653.0,379.0,603.0,7749.0,122.0,1910.0,2354.0,2883.0,6808.0,512.0,1291.0,707.0
198,198,198,39157,2.52,287.0,30.0,59.0,14.0,113.0,5830.0,856.0,254.0,8201.0,28068.0,103.0,712.0,6946.0,96.0,258.0,2104.0,25.0,132.0,1322.0,2167.0,184.0,229.0,482.0,3788.0
199,199,199,39159,2.7,149.0,21.0,46.0,2.0,96.0,2223.0,49.0,274.0,6021.0,16812.0,343.0,209.0,2186.0,30.0,135.0,1419.0,30.0,223.0,477.0,1272.0,108.0,225.0,552.0,421.0
200,200,200,39161,2.47,118.0,40.0,60.0,12.0,138.0,529.0,155.0,80.0,2125.0,11009.0,37.0,120.0,484.0,57.0,77.0,345.0,0.0,23.0,232.0,335.0,35.0,22.0,102.0,209.0
201,201,201,39163,2.64,73.0,55.0,63.0,0.0,162.0,380.0,0.0,3.0,1200.0,1935.0,0.0,6.0,331.0,0.0,30.0,128.0,41.0,11.0,98.0,363.0,0.0,0.0,52.0,1.0
202,202,202,39165,2.71,569.0,27.0,48.0,15.0,108.0,15577.0,1383.0,630.0,22620.0,62070.0,821.0,1730.0,9490.0,479.0,1671.0,4504.0,218.0,1242.0,2049.0,5197.0,470.0,921.0,1641.0,828.0
203,203,203,39167,2.35,289.0,43.0,51.0,33.0,105.0,1302.0,105.0,126.0,6593.0,17323.0,87.0,317.0,1630.0,60.0,283.0,984.0,25.0,143.0,1034.0,1280.0,58.0,78.0,234.0,332.0
204,204,204,39169,2.6,470.0,37.0,65.0,21.0,121.0,11198.0,634.0,537.0,9945.0,36349.0,385.0,1392.0,5203.0,138.0,316.0,2745.0,61.0,631.0,1365.0,2652.0,731.0,188.0,834.0,6593.0
205,205,205,39171,2.39,266.0,65.0,61.0,22.0,143.0,1092.0,157.0,126.0,3494.0,14475.0,62.0,210.0,1056.0,9.0,94.0,805.0,0.0,108.0,198.0,533.0,93.0,56.0,244.0,189.0
206,206,206,39173,2.45,351.0,18.0,45.0,7.0,74.0,6837.0,650.0,887.0,11447.0,50470.0,420.0,2921.0,5483.0,316.0,554.0,8916.0,27.0,911.0,1193.0,2506.0,969.0,289.0,1375.0,1026.0
207,207,207,39175,2.41,71.0,31.0,44.0,13.0,93.0,636.0,190.0,8.0,1783.0,9684.0,0.0,92.0,674.0,0.0,107.0,215.0,19.0,25.0,53.0,289.0,52.0,0.0,112.0,146.0
208,208,208,42001,2.55,399.0,35.0,47.0,12.0,102.0,6311.0,2246.0,250.0,9700.0,38096.0,377.0,579.0,5218.0,171.0,322.0,3314.0,70.0,643.0,1327.0,1997.0,282.0,301.0,516.0,442.0
209,209,209,42003,2.25,4860.0,29.0,51.0,11.0,84.0,84220.0,4348.0,7564.0,89857.0,317445.0,9139.0,22127.0,197926.0,7706.0,4049.0,107552.0,1162.0,20359.0,17568.0,22570.0,46048.0,15488.0,11455.0,3264.0
210,210,210,42005,2.36,252.0,39.0,46.0,28.0,91.0,1233.0,112.0,338.0,4838.0,24252.0,195.0,617.0,6347.0,167.0,134.0,4373.0,12.0,353.0,1503.0,1381.0,2026.0,15.0,509.0,171.0
211,211,211,42007,2.38,641.0,34.0,43.0,14.0,86.0,4531.0,283.0,884.0,14279.0,50137.0,1124.0,2731.0,30605.0,438.0,392.0,11515.0,146.0,1847.0,4822.0,2983.0,4629.0,394.0,1468.0,361.0
212,212,212,42009,2.44,268.0,59.0,55.0,35.0,123.0,1241.0,72.0,102.0,3395.0,16774.0,100.0,245.0,1388.0,80.0,89.0,1204.0,12.0,129.0,670.0,967.0,194.0,26.0,281.0,441.0
213,213,213,42011,2.63,2130.0,40.0,55.0,14.0,109.0,69049.0,23053.0,1357.0,23329.0,134012.0,1942.0,3002.0,40687.0,2192.0,1477.0,23758.0,425.0,2977.0,2648.0,4580.0,3267.0,1443.0,2021.0,2971.0
214,214,214,42013,2.41,573.0,39.0,52.0,20.0,95.0,3020.0,234.0,397.0,7767.0,45251.0,456.0,725.0,12590.0,364.0,405.0,5650.0,43.0,742.0,1991.0,1994.0,897.0,107.0,953.0,551.0
215,215,215,42015,2.49,267.0,42.0,47.0,6.0,103.0,1556.0,116.0,171.0,7960.0,13762.0,255.0,249.0,4675.0,242.0,262.0,2488.0,23.0,317.0,746.0,1430.0,272.0,83.0,445.0,301.0
216,216,216,42017,2.64,1689.0,24.0,47.0,5.0,91.0,68529.0,6892.0,2197.0,58026.0,154375.0,3038.0,7346.0,99830.0,4572.0,2536.0,49838.0,1498.0,16728.0,4513.0,10869.0,4210.0,4771.0,4557.0,2255.0
217,217,217,42019,2.41,506.0,26.0,45.0,15.0,90.0,5223.0,399.0,1257.0,15930.0,72465.0,784.0,2238.0,24450.0,638.0,1006.0,14565.0,57.0,1922.0,6128.0,4505.0,4959.0,165.0,1715.0,620.0
218,218,218,42021,2.27,542.0,34.0,48.0,14.0,95.0,3737.0,424.0,1240.0,8617.0,44584.0,469.0,3547.0,16136.0,569.0,169.0,15453.0,90.0,2236.0,1207.0,2018.0,9107.0,253.0,925.0,313.0
219,219,219,42023,2.16,12.0,24.0,39.0,0.0,97.0,102.0,11.0,18.0,441.0,1611.0,4.0,19.0,629.0,13.0,28.0,275.0,0.0,8.0,66.0,41.0,70.0,29.0,204.0,19.0
220,220,220,42025,2.46,317.0,45.0,43.0,25.0,77.0,2492.0,278.0,539.0,2965.0,21344.0,369.0,709.0,7730.0,439.0,327.0,5179.0,261.0,1017.0,217.0,551.0,2575.0,113.0,346.0,143.0
221,221,221,42027,2.49,382.0,13.0,34.0,5.0,50.0,15952.0,545.0,809.0,11919.0,39894.0,816.0,1474.0,11832.0,672.0,919.0,8278.0,220.0,2502.0,2068.0,2933.0,2317.0,1046.0,1989.0,850.0
222,222,222,42029,2.67,1338.0,23.0,48.0,7.0,92.0,58037.0,13382.0,1921.0,58692.0,113700.0,3458.0,4531.0,77029.0,2625.0,3410.0,26378.0,902.0,7146.0,5933.0,11493.0,4567.0,1951.0,5414.0,2162.0
223,223,223,42031,2.36,179.0,35.0,51.0,23.0,77.0,1524.0,115.0,90.0,2483.0,15221.0,83.0,243.0,2482.0,70.0,38.0,1112.0,6.0,146.0,781.0,745.0,170.0,32.0,471.0,668.0
224,224,224,42033,2.42,248.0,31.0,38.0,44.0,69.0,3388.0,889.0,311.0,7464.0,20008.0,55.0,589.0,7002.0,342.0,150.0,4852.0,55.0,546.0,1559.0,1693.0,1919.0,278.0,1799.0,198.0
225,225,225,42035,2.54,237.0,42.0,58.0,5.0,109.0,2055.0,73.0,138.0,2857.0,13724.0,33.0,59.0,3858.0,97.0,128.0,1163.0,51.0,113.0,384.0,422.0,202.0,130.0,377.0,368.0
226,226,226,42037,2.37,249.0,25.0,34.0,15.0,61.0,1926.0,269.0,185.0,5611.0,24816.0,89.0,369.0,5341.0,365.0,190.0,4010.0,22.0,563.0,380.0,678.0,923.0,19.0,413.0,150.0
227,227,227,42039,2.42,363.0,35.0,55.0,10.0,117.0,4985.0,107.0,551.0,9736.0,26293.0,335.0,962.0,7503.0,208.0,288.0,5295.0,70.0,513.0,1835.0,1622.0,1148.0,226.0,1457.0,1114.0
228,228,228,42041,2.39,663.0,23.0,48.0,8.0,91.0,19871.0,1444.0,817.0,19921.0,80698.0,1173.0,1657.0,19430.0,1183.0,1324.0,10321.0,347.0,1783.0,4282.0,5188.0,1990.0,1119.0,1950.0,2026.0
229,229,229,42043,2.4,1596.0,44.0,57.0,23.0,99.0,29478.0,5240.0,974.0,15020.0,73226.0,732.0,1987.0,18624.0,1340.0,853.0,10098.0,643.0,2454.0,3256.0,3182.0,1981.0,2561.0,1178.0,1297.0
230,230,230,42045,2.65,2730.0,34.0,53.0,12.0,93.0,61992.0,5005.0,1098.0,42572.0,81268.0,4797.0,2485.0,95789.0,2982.0,2008.0,22698.0,850.0,6763.0,4731.0,7531.0,2019.0,12847.0,3056.0,974.0
231,231,231,42047,2.3,58.0,20.0,45.0,0.0,102.0,404.0,26.0,104.0,2079.0,14493.0,95.0,176.0,5476.0,46.0,27.0,2273.0,20.0,89.0,198.0,330.0,221.0,33.0,1632.0,275.0
232,232,232,42049,2.42,1378.0,37.0,49.0,16.0,91.0,17766.0,1916.0,1328.0,22611.0,78801.0,1533.0,2885.0,34936.0,669.0,840.0,33320.0,742.0,3685.0,3934.0,4499.0,3982.0,2550.0,5656.0,624.0
233,233,233,42051,2.41,788.0,50.0,51.0,23.0,108.0,3296.0,338.0,950.0,12146.0,31437.0,373.0,2753.0,18287.0,216.0,272.0,11576.0,28.0,1675.0,1473.0,1935.0,7427.0,1090.0,604.0,303.0
234,234,234,42053,1.68,4.0,47.0,31.0,0.0,102.0,635.0,137.0,20.0,467.0,1489.0,16.0,33.0,277.0,18.0,19.0,214.0,0.0,51.0,99.0,99.0,44.0,86.0,90.0,21.0
235,235,235,42055,2.53,534.0,32.0,45.0,16.0,89.0,9950.0,2115.0,170.0,11184.0,55059.0,538.0,865.0,6325.0,227.0,492.0,3384.0,99.0,505.0,2546.0,2420.0,475.0,192.0,1102.0,1795.0
236,236,236,42057,2.44,48.0,35.0,42.0,58.0,79.0,192.0,21.0,21.0,1150.0,4997.0,15.0,25.0,504.0,15.0,18.0,286.0,17.0,43.0,214.0,293.0,17.0,3.0,127.0,68.0
237,237,237,42059,2.34,227.0,55.0,65.0,38.0,134.0,1148.0,112.0,306.0,4290.0,8697.0,54.0,474.0,3193.0,36.0,60.0,2532.0,0.0,478.0,1234.0,793.0,824.0,144.0,105.0,74.0
