,index,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState
1758,7162,2012,OH,GUERNSEY,39,59,39059,Oxymorphone,4,399,85415
1759,7163,2012,OH,HAMILTON,39,61,39061,Heroin,3291,10453,85415
1760,7164,2012,OH,HAMILTON,39,61,39061,Tramadol,10,10453,85415
1761,7169,2012,OH,HARDIN,39,65,39065,Oxycodone,45,556,85415
1762,7173,2012,OH,HARRISON,39,67,39067,Hydrocodone,4,35,85415
1763,7177,2012,OH,HENRY,39,69,39069,Morphine,1,115,85415
1764,7178,2012,OH,HIGHLAND,39,71,39071,Morphine,4,549,85415
1765,7179,2012,OH,HOLMES,39,75,39075,Buprenorphine,1,167,85415
1766,7188,2012,OH,JEFFERSON,39,81,39081,Heroin,59,268,85415
1767,7196,2012,OH,KNOX,39,83,39083,Hydromorphone,1,137,85415
1768,7197,2012,OH,KNOX,39,83,39083,Morphine,1,137,85415
1769,7199,2012,OH,LAKE,39,85,39085,Hydrocodone,46,3368,85415
1770,7200,2012,OH,LAKE,39,85,39085,Propoxyphene,2,3368,85415
1771,7201,2012,OH,LAKE,39,85,39085,Tramadol,21,3368,85415
1772,7208,2012,OH,LAWRENCE,39,87,39087,Morphine,2,298,85415
1773,7218,2012,OH,LICKING,39,89,39089,Hydrocodone,48,1580,85415
1774,7220,2012,OH,LUCAS,39,95,39095,Codeine,5,2235,85415
1775,7229,2012,OH,MARION,39,101,39101,Hydromorphone,1,295,85415
1776,7230,2012,OH,MARION,39,101,39101,Morphine,2,295,85415
1777,7239,2012,OH,MEDINA,39,103,39103,Fentanyl,3,805,85415
1778,7242,2012,OH,MIAMI,39,109,39109,Oxycodone,5,489,85415
1779,7249,2012,OH,MONROE,39,111,39111,Morphine,2,27,85415
1780,7252,2012,OH,MONTGOMERY,39,113,39113,Oxycodone,94,8001,85415
1781,7253,2012,OH,MONTGOMERY,39,113,39113,Oxymorphone,4,8001,85415
1782,7272,2012,OH,OTTAWA,39,123,39123,Buprenorphine,2,396,85415
1783,7273,2012,OH,OTTAWA,39,123,39123,Codeine,1,396,85415
1784,7274,2012,OH,OTTAWA,39,123,39123,Morphine,3,396,85415
1785,7280,2012,OH,PERRY,39,127,39127,Buprenorphine,1,207,85415
1786,7281,2012,OH,PERRY,39,127,39127,Morphine,1,207,85415
1787,7285,2012,OH,PICKAWAY,39,129,39129,Hydromorphone,1,581,85415
1788,7287,2012,OH,PIKE,39,131,39131,Oxycodone,3,90,85415
1789,7290,2012,OH,PORTAGE,39,133,39133,Codeine,5,1468,85415
1790,7292,2012,OH,PREBLE,39,135,39135,Oxycodone,12,217,85415
1791,7299,2012,OH,PUTNAM,39,137,39137,Fentanyl,2,23,85415
1792,7300,2012,OH,RICHLAND,39,139,39139,Methadone,2,458,85415
1793,7316,2012,OH,SANDUSKY,39,143,39143,Oxycodone,56,400,85415
1794,7326,2012,OH,SENECA,39,147,39147,Hydrocodone,6,201,85415
1795,7328,2012,OH,SHELBY,39,149,39149,Heroin,80,309,85415
1796,7329,2012,OH,SHELBY,39,149,39149,Methadone,1,309,85415
1797,7339,2012,OH,SUMMIT,39,153,39153,Fentanyl,1,1335,85415
1798,7340,2012,OH,SUMMIT,39,153,39153,Heroin,148,1335,85415
1799,7346,2012,OH,MAHONING,39,99,39099,Methadone,17,1950,85415
1800,7347,2012,OH,MARION,39,101,39101,Buprenorphine,2,295,85415
1801,7357,2012,OH,MEDINA,39,103,39103,Hydrocodone,17,805,85415
1802,7358,2012,OH,MEDINA,39,103,39103,Oxycodone,44,805,85415
1803,7359,2012,OH,MERCER,39,107,39107,Morphine,2,141,85415
1804,7361,2012,OH,MIAMI,39,109,39109,Morphine,2,489,85415
1805,7370,2012,OH,MORGAN,39,115,39115,Heroin,4,25,85415
1806,7371,2012,OH,MORGAN,39,115,39115,Methadone,2,25,85415
1807,7372,2012,OH,MORROW,39,117,39117,Codeine,2,311,85415
1808,7387,2012,OH,OTTAWA,39,123,39123,Oxycodone,21,396,85415
1809,7388,2012,OH,OTTAWA,39,123,39123,Oxymorphone,2,396,85415
1810,7389,2012,OH,OTTAWA,39,123,39123,Pentazocine,1,396,85415
1811,7392,2012,OH,PAULDING,39,125,39125,Heroin,1,33,85415
1812,7396,2012,OH,PICKAWAY,39,129,39129,Morphine,5,581,85415
1813,7401,2012,OH,PORTAGE,39,133,39133,Buprenorphine,6,1468,85415
1814,7406,2012,OH,PREBLE,39,135,39135,Morphine,3,217,85415
1815,7419,2012,OH,RICHLAND,39,139,39139,Morphine,7,458,85415
1816,7427,2012,OH,SANDUSKY,39,143,39143,Oxymorphone,3,400,85415
1817,7429,2012,OH,SCIOTO,39,145,39145,Hydromorphone,1,888,85415
1818,7431,2012,OH,SENECA,39,147,39147,Oxymorphone,4,201,85415
1819,7441,2012,OH,STARK,39,151,39151,Hydromorphone,3,557,85415
1820,7449,2012,OH,MONTGOMERY,39,113,39113,Heroin,1969,8001,85415
1821,7450,2012,OH,MONTGOMERY,39,113,39113,Methadone,43,8001,85415
1822,7451,2012,OH,MONTGOMERY,39,113,39113,Mitragynine,9,8001,85415
1823,7456,2012,OH,MORGAN,39,115,39115,Buprenorphine,1,25,85415
1824,7457,2012,OH,MORROW,39,117,39117,Methadone,3,311,85415
1825,7460,2012,OH,MUSKINGUM,39,119,39119,Buprenorphine,5,230,85415
1826,7461,2012,OH,MUSKINGUM,39,119,39119,Hydrocodone,7,230,85415
1827,7473,2012,OH,PAULDING,39,125,39125,Codeine,1,33,85415
1828,7476,2012,OH,PERRY,39,127,39127,Opiates,1,207,85415
1829,7479,2012,OH,PICKAWAY,39,129,39129,Methadone,1,581,85415
1830,7480,2012,OH,PIKE,39,131,39131,Heroin,12,90,85415
1831,7489,2012,OH,PREBLE,39,135,39135,Heroin,19,217,85415
1832,7493,2012,OH,PUTNAM,39,137,39137,Oxycodone,1,23,85415
1833,7497,2012,OH,RICHLAND,39,139,39139,Hydromorphone,1,458,85415
1834,7506,2012,OH,ROSS,39,141,39141,Buprenorphine,12,528,85415
1835,7507,2012,OH,ROSS,39,141,39141,Morphine,3,528,85415
1836,7508,2012,OH,SANDUSKY,39,143,39143,Hydrocodone,16,400,85415
1837,7511,2012,OH,SCIOTO,39,145,39145,Methadone,6,888,85415
1838,7516,2012,OH,SENECA,39,147,39147,Oxycodone,29,201,85415
1839,7517,2012,OH,SENECA,39,147,39147,Propoxyphene,1,201,85415
1840,7518,2012,OH,SHELBY,39,149,39149,Oxycodone,6,309,85415
1841,7526,2012,OH,STARK,39,151,39151,Buprenorphine,4,557,85415
1842,7527,2012,OH,STARK,39,151,39151,Codeine,3,557,85415
1843,7528,2012,OH,STARK,39,151,39151,Hydrocodone,12,557,85415
1844,7529,2012,OH,STARK,39,151,39151,Morphine,1,557,85415
1845,7532,2012,OH,SUMMIT,39,153,39153,Oxymorphone,9,1335,85415
1846,7540,2012,OH,TRUMBULL,39,155,39155,Oxycodone,71,1298,85415
1847,7541,2012,OH,TRUMBULL,39,155,39155,Oxymorphone,5,1298,85415
1848,7547,2012,OH,MEDINA,39,103,39103,Codeine,2,805,85415
1849,7548,2012,OH,MEDINA,39,103,39103,Methadone,3,805,85415
1850,7551,2012,OH,MERCER,39,107,39107,Buprenorphine,2,141,85415
1851,7554,2012,OH,MIAMI,39,109,39109,Buprenorphine,6,489,85415
1852,7555,2012,OH,MIAMI,39,109,39109,Desmethylprodine ,1,489,85415
1853,7557,2012,OH,MONROE,39,111,39111,Hydrocodone,1,27,85415
1854,7561,2012,OH,MONTGOMERY,39,113,39113,Buprenorphine,24,8001,85415
1855,7562,2012,OH,MONTGOMERY,39,113,39113,Desmethylprodine ,1,8001,85415
1856,7566,2012,OH,MORGAN,39,115,39115,Oxycodone,1,25,85415
1857,7569,2012,OH,MORROW,39,117,39117,Hydrocodone,9,311,85415
1858,7571,2012,OH,MUSKINGUM,39,119,39119,Hydromorphone,4,230,85415
1859,7591,2012,OH,PICKAWAY,39,129,39129,Buprenorphine,7,581,85415
1860,7594,2012,OH,PORTAGE,39,133,39133,Morphine,10,1468,85415
1861,7607,2012,OH,RICHLAND,39,139,39139,Buprenorphine,8,458,85415
1862,7617,2012,OH,SANDUSKY,39,143,39143,Heroin,17,400,85415
1863,7618,2012,OH,SANDUSKY,39,143,39143,Methadone,4,400,85415
1864,7622,2012,OH,SENECA,39,147,39147,Heroin,19,201,85415
1865,7623,2012,OH,SENECA,39,147,39147,Methadone,1,201,85415
1866,7624,2012,OH,SHELBY,39,149,39149,Buprenorphine,2,309,85415
1867,7634,2012,OH,STARK,39,151,39151,Tramadol,1,557,85415
1868,7635,2012,OH,SUMMIT,39,153,39153,Buprenorphine,8,1335,85415
1869,7637,2012,OH,TUSCARAWAS,39,157,39157,Heroin,22,225,85415
1870,7638,2012,OH,TUSCARAWAS,39,157,39157,Methadone,2,225,85415
1871,7639,2012,OH,UNION,39,159,39159,Oxycodone,19,363,85415
1872,7640,2012,OH,UNION,39,159,39159,Oxymorphone,2,363,85415
1873,7655,2012,OH,MEDINA,39,103,39103,Heroin,100,805,85415
1874,7656,2012,OH,MEDINA,39,103,39103,Propoxyphene,2,805,85415
1875,7662,2012,OH,MIAMI,39,109,39109,Heroin,76,489,85415
1876,7668,2012,OH,MONTGOMERY,39,113,39113,Hydromorphone,4,8001,85415
1877,7669,2012,OH,MONTGOMERY,39,113,39113,Morphine,42,8001,85415
1878,7678,2012,OH,MORROW,39,117,39117,Oxycodone,35,311,85415
1879,7679,2012,OH,MORROW,39,117,39117,Oxymorphone,4,311,85415
1880,7682,2012,OH,MUSKINGUM,39,119,39119,Oxycodone,7,230,85415
1881,7692,2012,OH,PAULDING,39,125,39125,Hydrocodone,1,33,85415
1882,7697,2012,OH,PERRY,39,127,39127,Oxycodone,17,207,85415
1883,7699,2012,OH,PICKAWAY,39,129,39129,Fentanyl,3,581,85415
1884,7700,2012,OH,PICKAWAY,39,129,39129,Heroin,104,581,85415
1885,7708,2012,OH,PORTAGE,39,133,39133,Oxycodone,55,1468,85415
1886,7719,2012,OH,RICHLAND,39,139,39139,Heroin,104,458,85415
1887,7729,2012,OH,ROSS,39,141,39141,Oxycodone,80,528,85415
1888,7735,2012,OH,SCIOTO,39,145,39145,Morphine,5,888,85415
1889,7738,2012,OH,SHELBY,39,149,39149,Morphine,5,309,85415
1890,7744,2012,OH,LAKE,39,85,39085,Codeine,9,3368,85415
1891,7745,2012,OH,LAKE,39,85,39085,Oxycodone,79,3368,85415
1892,7746,2012,OH,LAKE,39,85,39085,Oxymorphone,7,3368,85415
1893,7751,2012,OH,LAWRENCE,39,87,39087,Oxycodone,116,298,85415
1894,7752,2012,OH,LAWRENCE,39,87,39087,Oxymorphone,4,298,85415
1895,7758,2012,OH,LICKING,39,89,39089,Fentanyl,2,1580,85415
1896,7759,2012,OH,LICKING,39,89,39089,Opiates,11,1580,85415
1897,7760,2012,OH,LOGAN,39,91,39091,Methadone,2,158,85415
1898,7765,2012,OH,LUCAS,39,95,39095,Heroin,424,2235,85415
1899,7771,2012,OH,MADISON,39,97,39097,Hydrocodone,16,516,85415
1900,7773,2012,OH,MAHONING,39,99,39099,Buprenorphine,23,1950,85415
1901,7787,2012,OH,MEDINA,39,103,39103,Buprenorphine,9,805,85415
1902,7788,2012,OH,MEIGS,39,105,39105,Oxycodone,9,191,85415
1903,7789,2012,OH,MEIGS,39,105,39105,Oxymorphone,11,191,85415
1904,7795,2012,OH,MIAMI,39,109,39109,Codeine,1,489,85415
1905,7796,2012,OH,MIAMI,39,109,39109,Hydrocodone,12,489,85415
1906,7805,2012,OH,MORROW,39,117,39117,Pentazocine,1,311,85415
1907,7806,2012,OH,MUSKINGUM,39,119,39119,Morphine,2,230,85415
1908,7816,2012,OH,OTTAWA,39,123,39123,Hydrocodone,12,396,85415
1909,7817,2012,OH,OTTAWA,39,123,39123,Methadone,2,396,85415
1910,7824,2012,OH,PERRY,39,127,39127,Hydrocodone,2,207,85415
1911,7825,2012,OH,PERRY,39,127,39127,Methadone,3,207,85415
1912,7828,2012,OH,PICKAWAY,39,129,39129,Oxycodone,97,581,85415
1913,7833,2012,OH,PORTAGE,39,133,39133,Heroin,109,1468,85415
1914,7834,2012,OH,PORTAGE,39,133,39133,Hydrocodone,43,1468,85415
1915,7835,2012,OH,PORTAGE,39,133,39133,Methadone,3,1468,85415
1916,7847,2012,OH,TRUMBULL,39,155,39155,Heroin,255,1298,85415
1917,7848,2012,OH,TRUMBULL,39,155,39155,Methadone,7,1298,85415
1918,7849,2012,OH,TUSCARAWAS,39,157,39157,Hydrocodone,7,225,85415
1919,7851,2012,OH,VAN WERT,39,161,39161,Buprenorphine,2,196,85415
1920,7852,2012,OH,VAN WERT,39,161,39161,Morphine,3,196,85415
1921,7855,2012,OH,WARREN,39,165,39165,Methadone,9,1139,85415
1922,7862,2012,OH,WAYNE,39,169,39169,Oxycodone,58,640,85415
1923,7863,2012,OH,WAYNE,39,169,39169,Oxymorphone,5,640,85415
1924,7882,2013,OH,ADAMS,39,1,39001,Hydrocodone,19,341,93747
1925,7890,2013,OH,ALLEN,39,3,39003,Oxycodone,62,750,93747
1926,7891,2013,OH,ALLEN,39,3,39003,Oxymorphone,4,750,93747
1927,7899,2013,OH,ASHLAND,39,5,39005,Buprenorphine,17,872,93747
1928,7900,2013,OH,ASHLAND,39,5,39005,Hydrocodone,9,872,93747
1929,7901,2013,OH,ASHLAND,39,5,39005,Morphine,5,872,93747
1930,7902,2013,OH,ASHTABULA,39,7,39007,Hydromorphone,1,1066,93747
1931,7903,2013,OH,ATHENS,39,9,39009,Buprenorphine,28,822,93747
1932,7904,2013,OH,ATHENS,39,9,39009,Codeine,2,822,93747
1933,7905,2013,OH,ATHENS,39,9,39009,Hydrocodone,24,822,93747
1934,7906,2013,OH,ATHENS,39,9,39009,Morphine,8,822,93747
1935,7914,2013,OH,BELMONT,39,13,39013,Oxycodone,41,647,93747
1936,7915,2013,OH,BELMONT,39,13,39013,Oxymorphone,1,647,93747
1937,7932,2013,OH,BROWN,39,15,39015,Buprenorphine,13,260,93747
1938,7933,2013,OH,BROWN,39,15,39015,Codeine,1,260,93747
1939,7934,2013,OH,BROWN,39,15,39015,Morphine,1,260,93747
1940,7936,2013,OH,BUTLER,39,17,39017,Methadone,15,2894,93747
1941,7947,2012,OH,VINTON,39,163,39163,Heroin,11,94,85415
1942,7948,2012,OH,VINTON,39,163,39163,Methadone,2,94,85415
1943,7951,2012,OH,WARREN,39,165,39165,Codeine,5,1139,85415
1944,7955,2012,OH,WASHINGTON,39,167,39167,Fentanyl,2,323,85415
1945,7956,2012,OH,WASHINGTON,39,167,39167,Hydromorphone,3,323,85415
1946,7957,2012,OH,WASHINGTON,39,167,39167,Morphine,1,323,85415
1947,7964,2012,OH,WAYNE,39,169,39169,Fentanyl,1,640,85415
1948,7965,2012,OH,WAYNE,39,169,39169,Hydrocodone,15,640,85415
1949,7972,2012,OH,WOOD,39,173,39173,Codeine,10,708,85415
1950,7973,2012,OH,WOOD,39,173,39173,Oxycodone,34,708,85415
1951,7974,2012,OH,WOOD,39,173,39173,Oxymorphone,8,708,85415
1952,7983,2013,OH,ADAMS,39,1,39001,Methadone,2,341,93747
1953,7989,2013,OH,ALLEN,39,3,39003,Morphine,12,750,93747
1954,7996,2013,OH,ASHLAND,39,5,39005,Heroin,112,872,93747
1955,7997,2013,OH,ASHTABULA,39,7,39007,Codeine,2,1066,93747
1956,7998,2013,OH,AUGLAIZE,39,11,39011,Oxycodone,11,216,93747
1957,7999,2013,OH,AUGLAIZE,39,11,39011,Oxymorphone,1,216,93747
1958,8015,2013,OH,BROWN,39,15,39015,Hydrocodone,17,260,93747
1959,8027,2013,OH,CARROLL,39,19,39019,Heroin,3,78,93747
1960,8028,2013,OH,CARROLL,39,19,39019,Methadone,1,78,93747
1961,8035,2013,OH,CHAMPAIGN,39,21,39021,Oxycodone,7,215,93747
1962,8043,2013,OH,CLARK,39,23,39023,Hydrocodone,9,354,93747
1963,8048,2012,OH,SUMMIT,39,153,39153,Morphine,10,1335,85415
1964,8054,2012,OH,TRUMBULL,39,155,39155,Buprenorphine,14,1298,85415
1965,8055,2012,OH,UNION,39,159,39159,Heroin,80,363,85415
1966,8056,2012,OH,UNION,39,159,39159,Methadone,1,363,85415
1967,8058,2012,OH,VAN WERT,39,161,39161,Hydrocodone,11,196,85415
1968,8060,2012,OH,VINTON,39,163,39163,Oxymorphone,5,94,85415
1969,8064,2012,OH,WARREN,39,165,39165,Hydrocodone,34,1139,85415
1970,8078,2012,OH,WOOD,39,173,39173,Heroin,77,708,85415
1971,8079,2012,OH,WOOD,39,173,39173,Methadone,5,708,85415
1972,8081,2012,OH,WYANDOT,39,175,39175,Heroin,1,9,85415
1973,8090,2013,OH,ALLEN,39,3,39003,Buprenorphine,11,750,93747
1974,8098,2013,OH,ASHLAND,39,5,39005,Oxycodone,33,872,93747
1975,8099,2013,OH,ASHLAND,39,5,39005,Oxymorphone,2,872,93747
1976,8100,2013,OH,ASHTABULA,39,7,39007,Heroin,182,1066,93747
1977,8101,2013,OH,ATHENS,39,9,39009,Hydromorphone,1,822,93747
1978,8102,2013,OH,AUGLAIZE,39,11,39011,Heroin,27,216,93747
1979,8111,2013,OH,BELMONT,39,13,39013,Buprenorphine,14,647,93747
1980,8124,2013,OH,BUTLER,39,17,39017,Heroin,684,2894,93747
1981,8135,2013,OH,CARROLL,39,19,39019,Oxycodone,7,78,93747
1982,8139,2013,OH,CHAMPAIGN,39,21,39021,Heroin,57,215,93747
1983,8151,2012,OH,SUMMIT,39,153,39153,Hydromorphone,5,1335,85415
1984,8156,2012,OH,TRUMBULL,39,155,39155,Hydrocodone,49,1298,85415
1985,8157,2012,OH,UNION,39,159,39159,Hydrocodone,16,363,85415
1986,8158,2012,OH,UNION,39,159,39159,Morphine,3,363,85415
1987,8162,2012,OH,VAN WERT,39,161,39161,Heroin,52,196,85415
1988,8163,2012,OH,VAN WERT,39,161,39161,Methadone,2,196,85415
1989,8166,2012,OH,VINTON,39,163,39163,Oxycodone,29,94,85415
1990,8167,2012,OH,WARREN,39,165,39165,Heroin,222,1139,85415
1991,8168,2012,OH,WARREN,39,165,39165,Propoxyphene,2,1139,85415
1992,8169,2012,OH,WARREN,39,165,39165,Tramadol,1,1139,85415
1993,8178,2012,OH,WAYNE,39,169,39169,Hydromorphone,10,640,85415
1994,8188,2012,OH,WYANDOT,39,175,39175,Oxycodone,1,9,85415
1995,8197,2013,OH,ADAMS,39,1,39001,Oxycodone,23,341,93747
1996,8208,2013,OH,ASHLAND,39,5,39005,Pentazocine,1,872,93747
1997,8209,2013,OH,ASHTABULA,39,7,39007,Hydrocodone,11,1066,93747
1998,8210,2013,OH,ATHENS,39,9,39009,Methadone,2,822,93747
1999,8211,2013,OH,AUGLAIZE,39,11,39011,Methadone,1,216,93747
2000,8215,2013,OH,BELMONT,39,13,39013,Codeine,1,647,93747
2001,8236,2013,OH,BUTLER,39,17,39017,Hydrocodone,62,2894,93747
2002,8237,2013,OH,BUTLER,39,17,39017,Mitragynine,1,2894,93747
2003,8238,2013,OH,BUTLER,39,17,39017,Tramadol,3,2894,93747
2004,8245,2013,OH,CHAMPAIGN,39,21,39021,Hydrocodone,6,215,93747
2005,8248,2012,OH,PICKAWAY,39,129,39129,Hydrocodone,19,581,85415
2006,8250,2012,OH,PIKE,39,131,39131,Buprenorphine,1,90,85415
2007,8251,2012,OH,PIKE,39,131,39131,Morphine,1,90,85415
2008,8252,2012,OH,PORTAGE,39,133,39133,Oxymorphone,9,1468,85415
2009,8255,2012,OH,PREBLE,39,135,39135,Codeine,1,217,85415
2010,8256,2012,OH,PREBLE,39,135,39135,Hydrocodone,17,217,85415
2011,8270,2012,OH,ROSS,39,141,39141,Hydrocodone,25,528,85415
2012,8273,2012,OH,SANDUSKY,39,143,39143,Buprenorphine,1,400,85415
2013,8274,2012,OH,SANDUSKY,39,143,39143,Morphine,2,400,85415
2014,8276,2012,OH,SCIOTO,39,145,39145,Heroin,197,888,85415
2015,8283,2012,OH,STARK,39,151,39151,Heroin,25,557,85415
2016,8284,2012,OH,SUMMIT,39,153,39153,Methadone,5,1335,85415
2017,8290,2012,OH,TRUMBULL,39,155,39155,Fentanyl,2,1298,85415
2018,8291,2012,OH,UNION,39,159,39159,Hydromorphone,1,363,85415
2019,8295,2012,OH,VAN WERT,39,161,39161,Oxycodone,12,196,85415
2020,8300,2012,OH,WASHINGTON,39,167,39167,Heroin,56,323,85415
2021,8301,2012,OH,WAYNE,39,169,39169,Buprenorphine,5,640,85415
2022,8302,2012,OH,WAYNE,39,169,39169,Morphine,2,640,85415
2023,8307,2012,OH,WILLIAMS,39,171,39171,Oxycodone,1,30,85415
2024,8308,2012,OH,WOOD,39,173,39173,Morphine,2,708,85415
2025,8315,2013,OH,ADAMS,39,1,39001,Buprenorphine,7,341,93747
2026,8321,2013,OH,ALLEN,39,3,39003,Codeine,1,750,93747
2027,8322,2013,OH,ALLEN,39,3,39003,Heroin,168,750,93747
2028,8323,2013,OH,ALLEN,39,3,39003,Methadone,3,750,93747
2029,8328,2013,OH,ASHLAND,39,5,39005,Hydromorphone,2,872,93747
2030,8329,2013,OH,ASHTABULA,39,7,39007,Buprenorphine,14,1066,93747
2031,8330,2013,OH,ASHTABULA,39,7,39007,Morphine,5,1066,93747
2032,8331,2013,OH,ATHENS,39,9,39009,Oxycodone,63,822,93747
2033,8332,2013,OH,ATHENS,39,9,39009,Oxymorphone,1,822,93747
2034,8345,2013,OH,BELMONT,39,13,39013,Hydrocodone,12,647,93747
2035,8355,2012,OH,RICHLAND,39,139,39139,Hydrocodone,5,458,85415
2036,8370,2012,OH,SCIOTO,39,145,39145,Oxycodone,174,888,85415
2037,8371,2012,OH,SCIOTO,39,145,39145,Oxymorphone,1,888,85415
2038,8374,2012,OH,SENECA,39,147,39147,Buprenorphine,2,201,85415
2039,8375,2012,OH,SHELBY,39,149,39149,Hydrocodone,20,309,85415
2040,8389,2012,OH,STARK,39,151,39151,Oxycodone,26,557,85415
2041,8393,2012,OH,SUMMIT,39,153,39153,Codeine,3,1335,85415
2042,8394,2012,OH,SUMMIT,39,153,39153,Hydrocodone,23,1335,85415
2043,8395,2012,OH,SUMMIT,39,153,39153,Oxycodone,66,1335,85415
2044,8402,2012,OH,TUSCARAWAS,39,157,39157,Buprenorphine,1,225,85415
2045,8403,2012,OH,TUSCARAWAS,39,157,39157,Morphine,2,225,85415
2046,8406,2012,OH,VINTON,39,163,39163,Buprenorphine,1,94,85415
2047,8408,2012,OH,WARREN,39,165,39165,Buprenorphine,13,1139,85415
2048,8409,2012,OH,WARREN,39,165,39165,Morphine,4,1139,85415
2049,8410,2012,OH,WASHINGTON,39,167,39167,Oxycodone,20,323,85415
2050,8411,2012,OH,WASHINGTON,39,167,39167,Oxymorphone,3,323,85415
2051,8425,2012,OH,WOOD,39,173,39173,Hydromorphone,2,708,85415
2052,8433,2013,OH,ADAMS,39,1,39001,Heroin,61,341,93747
2053,8438,2013,OH,ALLEN,39,3,39003,Fentanyl,6,750,93747
2054,8443,2013,OH,ASHLAND,39,5,39005,Tramadol,3,872,93747
2055,8444,2013,OH,ASHTABULA,39,7,39007,Fentanyl,1,1066,93747
2056,8445,2013,OH,ATHENS,39,9,39009,Heroin,108,822,93747
2057,8449,2012,OH,MIAMI,39,109,39109,Oxymorphone,1,489,85415
2058,8450,2012,OH,MIAMI,39,109,39109,Tramadol,1,489,85415
2059,8453,2012,OH,MONROE,39,111,39111,Heroin,5,27,85415
2060,8456,2012,OH,MONTGOMERY,39,113,39113,Codeine,6,8001,85415
2061,8459,2012,OH,MORROW,39,117,39117,Heroin,20,311,85415
2062,8466,2012,OH,NOBLE,39,121,39121,Oxycodone,2,7,85415
2063,8473,2012,OH,OTTAWA,39,123,39123,Heroin,12,396,85415
2064,8477,2012,OH,PERRY,39,127,39127,Heroin,19,207,85415
2065,8483,2012,OH,PICKAWAY,39,129,39129,Oxymorphone,6,581,85415
2066,8501,2012,OH,RICHLAND,39,139,39139,Oxycodone,56,458,85415
2067,8502,2012,OH,RICHLAND,39,139,39139,Oxymorphone,1,458,85415
2068,8509,2012,OH,ROSS,39,141,39141,Fentanyl,1,528,85415
2069,8510,2012,OH,ROSS,39,141,39141,Heroin,65,528,85415
2070,8511,2012,OH,ROSS,39,141,39141,Methadone,2,528,85415
2071,8512,2012,OH,SCIOTO,39,145,39145,Buprenorphine,23,888,85415
2072,8513,2012,OH,SCIOTO,39,145,39145,Hydrocodone,45,888,85415
2073,8521,2012,OH,STARK,39,151,39151,Methadone,3,557,85415
2074,8530,2012,OH,TRUMBULL,39,155,39155,Codeine,5,1298,85415
2075,8531,2012,OH,TRUMBULL,39,155,39155,Morphine,6,1298,85415
2076,8532,2012,OH,UNION,39,159,39159,Buprenorphine,2,363,85415
2077,8533,2012,OH,UNION,39,159,39159,Codeine,2,363,85415
2078,8534,2012,OH,UNION,39,159,39159,Propoxyphene,1,363,85415
2079,8537,2012,OH,VAN WERT,39,161,39161,Fentanyl,2,196,85415
2080,8539,2012,OH,VINTON,39,163,39163,Hydrocodone,3,94,85415
2081,8541,2012,OH,WARREN,39,165,39165,Fentanyl,1,1139,85415
2082,8542,2012,OH,WARREN,39,165,39165,Oxycodone,47,1139,85415
2083,8543,2012,OH,WARREN,39,165,39165,Oxymorphone,2,1139,85415
2084,8550,2012,OH,WILLIAMS,39,171,39171,Propoxyphene,1,30,85415
2085,8564,2013,OH,ALLEN,39,3,39003,Hydromorphone,4,750,93747
2086,8569,2013,OH,ASHLAND,39,5,39005,Methadone,4,872,93747
2087,8570,2013,OH,ASHTABULA,39,7,39007,Oxycodone,37,1066,93747
2088,8579,2013,OH,BELMONT,39,13,39013,Hydromorphone,1,647,93747
2089,8580,2013,OH,BELMONT,39,13,39013,Morphine,4,647,93747
2090,8591,2013,OH,BROWN,39,15,39015,Heroin,73,260,93747
2091,8592,2013,OH,BROWN,39,15,39015,Methadone,5,260,93747
2092,8598,2013,OH,BUTLER,39,17,39017,Fentanyl,9,2894,93747
2093,8599,2013,OH,BUTLER,39,17,39017,Oxycodone,131,2894,93747
2094,8600,2013,OH,BUTLER,39,17,39017,Oxymorphone,5,2894,93747
2095,8613,2013,OH,CHAMPAIGN,39,21,39021,Buprenorphine,5,215,93747
2096,8624,2013,OH,CLARK,39,23,39023,Heroin,38,354,93747
2097,8627,2013,OH,CLERMONT,39,25,39025,Morphine,6,803,93747
2098,8629,2013,OH,CRAWFORD,39,33,39033,Buprenorphine,14,412,93747
2099,8630,2013,OH,CRAWFORD,39,33,39033,Hydrocodone,5,412,93747
2100,8636,2013,OH,CUYAHOGA,39,35,39035,Methadone,17,16443,93747
2101,8638,2013,OH,DARKE,39,37,39037,Heroin,62,200,93747
2102,8639,2013,OH,DARKE,39,37,39037,Methadone,2,200,93747
2103,8643,2013,OH,DEFIANCE,39,39,39039,Fentanyl,1,728,93747
2104,8644,2013,OH,DEFIANCE,39,39,39039,Oxycodone,22,728,93747
2105,8645,2013,OH,DEFIANCE,39,39,39039,Oxymorphone,4,728,93747
2106,8646,2013,OH,DELAWARE,39,41,39041,Buprenorphine,10,686,93747
2107,8647,2013,OH,DELAWARE,39,41,39041,Hydrocodone,15,686,93747
2108,8650,2013,OH,CLINTON,39,27,39027,Hydrocodone,7,361,93747
2109,8652,2013,OH,COSHOCTON,39,31,39031,Morphine,2,109,93747
2110,8659,2013,OH,CUYAHOGA,39,35,39035,Fentanyl,2,16443,93747
2111,8660,2013,OH,CUYAHOGA,39,35,39035,Hydromorphone,7,16443,93747
